areaCode,areaName,areaType,date,newCasesByPublishDate
E06000018,Nottingham,utla,2021-05-11,15
E06000041,Wokingham,utla,2021-05-11,5
E06000042,Milton Keynes,utla,2021-05-11,10
E06000047,County Durham,utla,2021-05-11,18
E08000004,Oldham,utla,2021-05-11,5
E09000025,Newham,utla,2021-05-11,11
E10000018,Leicestershire,utla,2021-05-11,23
N09000010,"Newry, Mourne and Down",utla,2021-05-11,11
N09000011,Ards and North Down,utla,2021-05-11,2
S12000005,Clackmannanshire,utla,2021-05-11,2
S12000010,East Lothian,utla,2021-05-11,1
W06000004,Denbighshire,utla,2021-05-11,0
W06000018,Caerphilly,utla,2021-05-11,5
W06000019,Blaenau Gwent,utla,2021-05-11,1
E06000002,Middlesbrough,utla,2021-05-10,10
E06000018,Nottingham,utla,2021-05-10,10
E06000041,Wokingham,utla,2021-05-10,6
E06000042,Milton Keynes,utla,2021-05-10,10
E06000047,County Durham,utla,2021-05-10,6
E08000004,Oldham,utla,2021-05-10,7
E09000025,Newham,utla,2021-05-10,3
E10000018,Leicestershire,utla,2021-05-10,31
N09000010,"Newry, Mourne and Down",utla,2021-05-10,33
N09000011,Ards and North Down,utla,2021-05-10,5
S12000005,Clackmannanshire,utla,2021-05-10,5
S12000010,East Lothian,utla,2021-05-10,0
W06000004,Denbighshire,utla,2021-05-10,0
W06000018,Caerphilly,utla,2021-05-10,4
W06000019,Blaenau Gwent,utla,2021-05-10,0
E06000002,Middlesbrough,utla,2021-05-09,10
E06000018,Nottingham,utla,2021-05-09,15
E06000041,Wokingham,utla,2021-05-09,2
E06000042,Milton Keynes,utla,2021-05-09,6
E06000047,County Durham,utla,2021-05-09,13
E08000004,Oldham,utla,2021-05-09,5
E09000025,Newham,utla,2021-05-09,5
E10000018,Leicestershire,utla,2021-05-09,20
N09000010,"Newry, Mourne and Down",utla,2021-05-09,0
N09000011,Ards and North Down,utla,2021-05-09,0
S12000005,Clackmannanshire,utla,2021-05-09,4
S12000010,East Lothian,utla,2021-05-09,2
W06000004,Denbighshire,utla,2021-05-09,3
W06000018,Caerphilly,utla,2021-05-09,1
W06000019,Blaenau Gwent,utla,2021-05-09,1
E06000002,Middlesbrough,utla,2021-05-08,10
E06000018,Nottingham,utla,2021-05-08,24
E06000041,Wokingham,utla,2021-05-08,6
E06000042,Milton Keynes,utla,2021-05-08,8
E06000047,County Durham,utla,2021-05-08,6
E08000004,Oldham,utla,2021-05-08,10
E09000025,Newham,utla,2021-05-08,8
E10000018,Leicestershire,utla,2021-05-08,17
N09000010,"Newry, Mourne and Down",utla,2021-05-08,0
N09000011,Ards and North Down,utla,2021-05-08,0
S12000005,Clackmannanshire,utla,2021-05-08,0
S12000010,East Lothian,utla,2021-05-08,0
W06000004,Denbighshire,utla,2021-05-08,0
W06000018,Caerphilly,utla,2021-05-08,0
W06000019,Blaenau Gwent,utla,2021-05-08,0
E06000002,Middlesbrough,utla,2021-05-07,4
E06000018,Nottingham,utla,2021-05-07,28
E06000041,Wokingham,utla,2021-05-07,2
E06000042,Milton Keynes,utla,2021-05-07,11
E06000047,County Durham,utla,2021-05-07,10
E08000004,Oldham,utla,2021-05-07,17
E09000025,Newham,utla,2021-05-07,6
E10000018,Leicestershire,utla,2021-05-07,25
N09000010,"Newry, Mourne and Down",utla,2021-05-07,6
N09000011,Ards and North Down,utla,2021-05-07,1
S12000005,Clackmannanshire,utla,2021-05-07,9
S12000010,East Lothian,utla,2021-05-07,1
W06000004,Denbighshire,utla,2021-05-07,2
W06000018,Caerphilly,utla,2021-05-07,4
W06000019,Blaenau Gwent,utla,2021-05-07,0
E06000002,Middlesbrough,utla,2021-05-06,15
E06000018,Nottingham,utla,2021-05-06,16
E06000041,Wokingham,utla,2021-05-06,3
E06000042,Milton Keynes,utla,2021-05-06,12
E06000047,County Durham,utla,2021-05-06,17
E08000004,Oldham,utla,2021-05-06,12
E09000025,Newham,utla,2021-05-06,8
E10000018,Leicestershire,utla,2021-05-06,36
N09000010,"Newry, Mourne and Down",utla,2021-05-06,7
N09000011,Ards and North Down,utla,2021-05-06,0
S12000005,Clackmannanshire,utla,2021-05-06,3
S12000010,East Lothian,utla,2021-05-06,3
W06000004,Denbighshire,utla,2021-05-06,0
W06000018,Caerphilly,utla,2021-05-06,0
W06000019,Blaenau Gwent,utla,2021-05-06,0
E06000002,Middlesbrough,utla,2021-05-05,10
E06000018,Nottingham,utla,2021-05-05,15
E06000041,Wokingham,utla,2021-05-05,3
E06000042,Milton Keynes,utla,2021-05-05,3
E06000047,County Durham,utla,2021-05-05,24
E08000004,Oldham,utla,2021-05-05,9
E09000025,Newham,utla,2021-05-05,12
E10000018,Leicestershire,utla,2021-05-05,15
N09000010,"Newry, Mourne and Down",utla,2021-05-05,18
N09000011,Ards and North Down,utla,2021-05-05,1
S12000005,Clackmannanshire,utla,2021-05-05,2
S12000010,East Lothian,utla,2021-05-05,0
W06000004,Denbighshire,utla,2021-05-05,0
W06000018,Caerphilly,utla,2021-05-05,1
W06000019,Blaenau Gwent,utla,2021-05-05,0
E06000002,Middlesbrough,utla,2021-05-04,8
E06000018,Nottingham,utla,2021-05-04,9
E06000041,Wokingham,utla,2021-05-04,2
E06000042,Milton Keynes,utla,2021-05-04,3
E06000047,County Durham,utla,2021-05-04,15
E08000004,Oldham,utla,2021-05-04,6
E09000025,Newham,utla,2021-05-04,5
E10000018,Leicestershire,utla,2021-05-04,14
N09000010,"Newry, Mourne and Down",utla,2021-05-04,37
N09000011,Ards and North Down,utla,2021-05-04,5
S12000005,Clackmannanshire,utla,2021-05-04,2
S12000010,East Lothian,utla,2021-05-04,0
W06000004,Denbighshire,utla,2021-05-04,0
W06000018,Caerphilly,utla,2021-05-04,2
W06000019,Blaenau Gwent,utla,2021-05-04,0
E06000002,Middlesbrough,utla,2021-05-03,13
E06000018,Nottingham,utla,2021-05-03,11
E06000041,Wokingham,utla,2021-05-03,3
E06000042,Milton Keynes,utla,2021-05-03,4
E06000047,County Durham,utla,2021-05-03,11
E08000004,Oldham,utla,2021-05-03,11
E09000025,Newham,utla,2021-05-03,4
E10000018,Leicestershire,utla,2021-05-03,28
N09000010,"Newry, Mourne and Down",utla,2021-05-03,0
N09000011,Ards and North Down,utla,2021-05-03,0
S12000005,Clackmannanshire,utla,2021-05-03,0
S12000010,East Lothian,utla,2021-05-03,0
W06000004,Denbighshire,utla,2021-05-03,0
W06000018,Caerphilly,utla,2021-05-03,0
W06000019,Blaenau Gwent,utla,2021-05-03,0
E06000002,Middlesbrough,utla,2021-05-02,3
E06000018,Nottingham,utla,2021-05-02,7
E06000041,Wokingham,utla,2021-05-02,4
E06000042,Milton Keynes,utla,2021-05-02,5
E06000047,County Durham,utla,2021-05-02,9
E08000004,Oldham,utla,2021-05-02,7
E09000025,Newham,utla,2021-05-02,3
E10000018,Leicestershire,utla,2021-05-02,17
N09000010,"Newry, Mourne and Down",utla,2021-05-02,0
N09000011,Ards and North Down,utla,2021-05-02,0
S12000005,Clackmannanshire,utla,2021-05-02,1
S12000010,East Lothian,utla,2021-05-02,1
W06000004,Denbighshire,utla,2021-05-02,0
W06000018,Caerphilly,utla,2021-05-02,8
W06000019,Blaenau Gwent,utla,2021-05-02,1
E06000002,Middlesbrough,utla,2021-05-01,5
E06000018,Nottingham,utla,2021-05-01,7
E06000041,Wokingham,utla,2021-05-01,1
E06000042,Milton Keynes,utla,2021-05-01,4
E06000047,County Durham,utla,2021-05-01,21
E08000004,Oldham,utla,2021-05-01,5
E09000025,Newham,utla,2021-05-01,4
E10000018,Leicestershire,utla,2021-05-01,22
N09000010,"Newry, Mourne and Down",utla,2021-05-01,0
N09000011,Ards and North Down,utla,2021-05-01,0
S12000005,Clackmannanshire,utla,2021-05-01,2
S12000010,East Lothian,utla,2021-05-01,0
W06000004,Denbighshire,utla,2021-05-01,0
W06000018,Caerphilly,utla,2021-05-01,0
W06000019,Blaenau Gwent,utla,2021-05-01,0
E06000002,Middlesbrough,utla,2021-04-30,5
E06000018,Nottingham,utla,2021-04-30,18
E06000041,Wokingham,utla,2021-04-30,7
E06000042,Milton Keynes,utla,2021-04-30,6
E06000047,County Durham,utla,2021-04-30,19
E08000004,Oldham,utla,2021-04-30,12
E09000025,Newham,utla,2021-04-30,16
E10000018,Leicestershire,utla,2021-04-30,22
N09000010,"Newry, Mourne and Down",utla,2021-04-30,10
N09000011,Ards and North Down,utla,2021-04-30,1
S12000005,Clackmannanshire,utla,2021-04-30,2
S12000010,East Lothian,utla,2021-04-30,1
W06000004,Denbighshire,utla,2021-04-30,0
W06000018,Caerphilly,utla,2021-04-30,1
W06000019,Blaenau Gwent,utla,2021-04-30,1
E06000002,Middlesbrough,utla,2021-04-29,5
E06000018,Nottingham,utla,2021-04-29,17
E06000041,Wokingham,utla,2021-04-29,3
E06000042,Milton Keynes,utla,2021-04-29,5
E06000047,County Durham,utla,2021-04-29,25
E08000004,Oldham,utla,2021-04-29,17
E09000025,Newham,utla,2021-04-29,8
E10000018,Leicestershire,utla,2021-04-29,30
N09000010,"Newry, Mourne and Down",utla,2021-04-29,9
N09000011,Ards and North Down,utla,2021-04-29,0
S12000005,Clackmannanshire,utla,2021-04-29,0
S12000010,East Lothian,utla,2021-04-29,0
W06000004,Denbighshire,utla,2021-04-29,0
W06000018,Caerphilly,utla,2021-04-29,6
W06000019,Blaenau Gwent,utla,2021-04-29,0
E06000002,Middlesbrough,utla,2021-04-28,2
E06000018,Nottingham,utla,2021-04-28,14
E06000041,Wokingham,utla,2021-04-28,3
E06000042,Milton Keynes,utla,2021-04-28,4
E06000047,County Durham,utla,2021-04-28,20
E08000004,Oldham,utla,2021-04-28,8
E09000025,Newham,utla,2021-04-28,13
E10000018,Leicestershire,utla,2021-04-28,19
N09000010,"Newry, Mourne and Down",utla,2021-04-28,9
N09000011,Ards and North Down,utla,2021-04-28,1
S12000005,Clackmannanshire,utla,2021-04-28,1
S12000010,East Lothian,utla,2021-04-28,1
W06000004,Denbighshire,utla,2021-04-28,0
W06000018,Caerphilly,utla,2021-04-28,5
W06000019,Blaenau Gwent,utla,2021-04-28,0
E06000002,Middlesbrough,utla,2021-04-27,6
E06000018,Nottingham,utla,2021-04-27,22
E06000041,Wokingham,utla,2021-04-27,9
E06000042,Milton Keynes,utla,2021-04-27,19
E06000047,County Durham,utla,2021-04-27,30
E08000004,Oldham,utla,2021-04-27,11
E09000025,Newham,utla,2021-04-27,21
E10000018,Leicestershire,utla,2021-04-27,19
N09000010,"Newry, Mourne and Down",utla,2021-04-27,7
N09000011,Ards and North Down,utla,2021-04-27,2
S12000005,Clackmannanshire,utla,2021-04-27,1
S12000010,East Lothian,utla,2021-04-27,0
W06000004,Denbighshire,utla,2021-04-27,0
W06000018,Caerphilly,utla,2021-04-27,3
W06000019,Blaenau Gwent,utla,2021-04-27,0
E06000002,Middlesbrough,utla,2021-04-26,3
E06000018,Nottingham,utla,2021-04-26,12
E06000041,Wokingham,utla,2021-04-26,8
E06000042,Milton Keynes,utla,2021-04-26,9
E06000047,County Durham,utla,2021-04-26,27
E08000004,Oldham,utla,2021-04-26,13
E09000025,Newham,utla,2021-04-26,17
E10000018,Leicestershire,utla,2021-04-26,14
N09000010,"Newry, Mourne and Down",utla,2021-04-26,4
N09000011,Ards and North Down,utla,2021-04-26,2
S12000005,Clackmannanshire,utla,2021-04-26,1
S12000010,East Lothian,utla,2021-04-26,3
W06000004,Denbighshire,utla,2021-04-26,1
W06000018,Caerphilly,utla,2021-04-26,2
W06000019,Blaenau Gwent,utla,2021-04-26,2
E06000002,Middlesbrough,utla,2021-04-25,7
E06000018,Nottingham,utla,2021-04-25,6
E06000041,Wokingham,utla,2021-04-25,4
E06000042,Milton Keynes,utla,2021-04-25,8
E06000047,County Durham,utla,2021-04-25,14
E08000004,Oldham,utla,2021-04-25,12
E09000025,Newham,utla,2021-04-25,11
E10000018,Leicestershire,utla,2021-04-25,8
N09000010,"Newry, Mourne and Down",utla,2021-04-25,4
N09000011,Ards and North Down,utla,2021-04-25,2
S12000005,Clackmannanshire,utla,2021-04-25,0
S12000010,East Lothian,utla,2021-04-25,0
W06000004,Denbighshire,utla,2021-04-25,0
W06000018,Caerphilly,utla,2021-04-25,0
W06000019,Blaenau Gwent,utla,2021-04-25,1
E06000002,Middlesbrough,utla,2021-04-24,6
E06000018,Nottingham,utla,2021-04-24,10
E06000041,Wokingham,utla,2021-04-24,3
E06000042,Milton Keynes,utla,2021-04-24,5
E06000047,County Durham,utla,2021-04-24,15
E08000004,Oldham,utla,2021-04-24,17
E09000025,Newham,utla,2021-04-24,11
E10000018,Leicestershire,utla,2021-04-24,25
N09000010,"Newry, Mourne and Down",utla,2021-04-24,7
N09000011,Ards and North Down,utla,2021-04-24,0
S12000005,Clackmannanshire,utla,2021-04-24,0
S12000010,East Lothian,utla,2021-04-24,1
W06000004,Denbighshire,utla,2021-04-24,0
W06000018,Caerphilly,utla,2021-04-24,0
W06000019,Blaenau Gwent,utla,2021-04-24,0
E06000002,Middlesbrough,utla,2021-04-23,4
E06000018,Nottingham,utla,2021-04-23,17
E06000041,Wokingham,utla,2021-04-23,14
E06000042,Milton Keynes,utla,2021-04-23,14
E06000047,County Durham,utla,2021-04-23,23
E08000004,Oldham,utla,2021-04-23,12
E09000025,Newham,utla,2021-04-23,20
E10000018,Leicestershire,utla,2021-04-23,29
N09000010,"Newry, Mourne and Down",utla,2021-04-23,3
N09000011,Ards and North Down,utla,2021-04-23,4
S12000005,Clackmannanshire,utla,2021-04-23,4
S12000010,East Lothian,utla,2021-04-23,2
W06000004,Denbighshire,utla,2021-04-23,2
W06000018,Caerphilly,utla,2021-04-23,4
W06000019,Blaenau Gwent,utla,2021-04-23,0
E06000002,Middlesbrough,utla,2021-04-22,3
E06000018,Nottingham,utla,2021-04-22,16
E06000041,Wokingham,utla,2021-04-22,7
E06000042,Milton Keynes,utla,2021-04-22,7
E06000047,County Durham,utla,2021-04-22,26
E08000004,Oldham,utla,2021-04-22,19
E09000025,Newham,utla,2021-04-22,16
E10000018,Leicestershire,utla,2021-04-22,26
N09000010,"Newry, Mourne and Down",utla,2021-04-22,21
N09000011,Ards and North Down,utla,2021-04-22,5
S12000005,Clackmannanshire,utla,2021-04-22,3
S12000010,East Lothian,utla,2021-04-22,5
W06000004,Denbighshire,utla,2021-04-22,1
W06000018,Caerphilly,utla,2021-04-22,2
W06000019,Blaenau Gwent,utla,2021-04-22,1
E06000002,Middlesbrough,utla,2021-04-21,7
E06000018,Nottingham,utla,2021-04-21,16
E06000041,Wokingham,utla,2021-04-21,5
E06000042,Milton Keynes,utla,2021-04-21,6
E06000047,County Durham,utla,2021-04-21,17
E08000004,Oldham,utla,2021-04-21,8
E09000025,Newham,utla,2021-04-21,4
E10000018,Leicestershire,utla,2021-04-21,27
N09000010,"Newry, Mourne and Down",utla,2021-04-21,14
N09000011,Ards and North Down,utla,2021-04-21,0
S12000005,Clackmannanshire,utla,2021-04-21,10
S12000010,East Lothian,utla,2021-04-21,2
W06000004,Denbighshire,utla,2021-04-21,0
W06000018,Caerphilly,utla,2021-04-21,4
W06000019,Blaenau Gwent,utla,2021-04-21,2
E06000002,Middlesbrough,utla,2021-04-20,5
E06000018,Nottingham,utla,2021-04-20,12
E06000041,Wokingham,utla,2021-04-20,4
E06000042,Milton Keynes,utla,2021-04-20,3
E06000047,County Durham,utla,2021-04-20,10
E08000004,Oldham,utla,2021-04-20,10
E09000025,Newham,utla,2021-04-20,16
E10000018,Leicestershire,utla,2021-04-20,28
N09000010,"Newry, Mourne and Down",utla,2021-04-20,11
N09000011,Ards and North Down,utla,2021-04-20,5
S12000005,Clackmannanshire,utla,2021-04-20,2
S12000010,East Lothian,utla,2021-04-20,1
W06000004,Denbighshire,utla,2021-04-20,0
W06000018,Caerphilly,utla,2021-04-20,1
W06000019,Blaenau Gwent,utla,2021-04-20,0
E06000002,Middlesbrough,utla,2021-04-19,7
E06000018,Nottingham,utla,2021-04-19,9
E06000041,Wokingham,utla,2021-04-19,5
E06000042,Milton Keynes,utla,2021-04-19,6
E06000047,County Durham,utla,2021-04-19,25
E08000004,Oldham,utla,2021-04-19,11
E09000025,Newham,utla,2021-04-19,32
E10000018,Leicestershire,utla,2021-04-19,30
N09000010,"Newry, Mourne and Down",utla,2021-04-19,10
N09000011,Ards and North Down,utla,2021-04-19,6
S12000005,Clackmannanshire,utla,2021-04-19,6
S12000010,East Lothian,utla,2021-04-19,0
W06000004,Denbighshire,utla,2021-04-19,2
W06000018,Caerphilly,utla,2021-04-19,7
W06000019,Blaenau Gwent,utla,2021-04-19,1
E06000002,Middlesbrough,utla,2021-04-18,11
E06000018,Nottingham,utla,2021-04-18,11
E06000041,Wokingham,utla,2021-04-18,4
E06000042,Milton Keynes,utla,2021-04-18,6
E06000047,County Durham,utla,2021-04-18,12
E08000004,Oldham,utla,2021-04-18,14
E09000025,Newham,utla,2021-04-18,13
E10000018,Leicestershire,utla,2021-04-18,9
N09000010,"Newry, Mourne and Down",utla,2021-04-18,11
N09000011,Ards and North Down,utla,2021-04-18,2
S12000005,Clackmannanshire,utla,2021-04-18,2
S12000010,East Lothian,utla,2021-04-18,0
W06000004,Denbighshire,utla,2021-04-18,0
W06000018,Caerphilly,utla,2021-04-18,4
W06000019,Blaenau Gwent,utla,2021-04-18,0
E06000002,Middlesbrough,utla,2021-04-17,3
E06000018,Nottingham,utla,2021-04-17,13
E06000041,Wokingham,utla,2021-04-17,4
E06000042,Milton Keynes,utla,2021-04-17,12
E06000047,County Durham,utla,2021-04-17,19
E08000004,Oldham,utla,2021-04-17,16
E09000025,Newham,utla,2021-04-17,18
E10000018,Leicestershire,utla,2021-04-17,28
N09000010,"Newry, Mourne and Down",utla,2021-04-17,16
N09000011,Ards and North Down,utla,2021-04-17,3
S12000005,Clackmannanshire,utla,2021-04-17,9
S12000010,East Lothian,utla,2021-04-17,0
W06000004,Denbighshire,utla,2021-04-17,0
W06000018,Caerphilly,utla,2021-04-17,0
W06000019,Blaenau Gwent,utla,2021-04-17,0
E06000002,Middlesbrough,utla,2021-04-16,3
E06000018,Nottingham,utla,2021-04-16,15
E06000041,Wokingham,utla,2021-04-16,7
E06000042,Milton Keynes,utla,2021-04-16,10
E06000047,County Durham,utla,2021-04-16,15
E08000004,Oldham,utla,2021-04-16,28
E09000025,Newham,utla,2021-04-16,24
E10000018,Leicestershire,utla,2021-04-16,32
N09000010,"Newry, Mourne and Down",utla,2021-04-16,25
N09000011,Ards and North Down,utla,2021-04-16,6
S12000005,Clackmannanshire,utla,2021-04-16,4
S12000010,East Lothian,utla,2021-04-16,1
W06000004,Denbighshire,utla,2021-04-16,0
W06000018,Caerphilly,utla,2021-04-16,3
W06000019,Blaenau Gwent,utla,2021-04-16,0
E06000002,Middlesbrough,utla,2021-04-15,7
E06000018,Nottingham,utla,2021-04-15,24
E06000041,Wokingham,utla,2021-04-15,4
E06000042,Milton Keynes,utla,2021-04-15,15
E06000047,County Durham,utla,2021-04-15,11
E08000004,Oldham,utla,2021-04-15,23
E09000025,Newham,utla,2021-04-15,24
E10000018,Leicestershire,utla,2021-04-15,34
N09000010,"Newry, Mourne and Down",utla,2021-04-15,18
N09000011,Ards and North Down,utla,2021-04-15,3
S12000005,Clackmannanshire,utla,2021-04-15,5
S12000010,East Lothian,utla,2021-04-15,3
W06000004,Denbighshire,utla,2021-04-15,3
W06000018,Caerphilly,utla,2021-04-15,0
W06000019,Blaenau Gwent,utla,2021-04-15,0
E06000002,Middlesbrough,utla,2021-04-14,5
E06000018,Nottingham,utla,2021-04-14,24
E06000041,Wokingham,utla,2021-04-14,7
E06000042,Milton Keynes,utla,2021-04-14,6
E06000047,County Durham,utla,2021-04-14,14
E08000004,Oldham,utla,2021-04-14,21
E09000025,Newham,utla,2021-04-14,19
E10000018,Leicestershire,utla,2021-04-14,24
N09000010,"Newry, Mourne and Down",utla,2021-04-14,8
N09000011,Ards and North Down,utla,2021-04-14,3
S12000005,Clackmannanshire,utla,2021-04-14,3
S12000010,East Lothian,utla,2021-04-14,0
W06000004,Denbighshire,utla,2021-04-14,2
W06000018,Caerphilly,utla,2021-04-14,0
W06000019,Blaenau Gwent,utla,2021-04-14,0
E06000002,Middlesbrough,utla,2021-04-13,12
E06000018,Nottingham,utla,2021-04-13,23
E06000041,Wokingham,utla,2021-04-13,6
E06000042,Milton Keynes,utla,2021-04-13,22
E06000047,County Durham,utla,2021-04-13,17
E08000004,Oldham,utla,2021-04-13,23
E09000025,Newham,utla,2021-04-13,23
E10000018,Leicestershire,utla,2021-04-13,30
N09000010,"Newry, Mourne and Down",utla,2021-04-13,8
N09000011,Ards and North Down,utla,2021-04-13,8
S12000005,Clackmannanshire,utla,2021-04-13,6
S12000010,East Lothian,utla,2021-04-13,1
W06000004,Denbighshire,utla,2021-04-13,0
W06000018,Caerphilly,utla,2021-04-13,0
W06000019,Blaenau Gwent,utla,2021-04-13,0
E06000002,Middlesbrough,utla,2021-04-12,15
E06000018,Nottingham,utla,2021-04-12,13
E06000041,Wokingham,utla,2021-04-12,1
E06000042,Milton Keynes,utla,2021-04-12,13
E06000047,County Durham,utla,2021-04-12,37
E08000004,Oldham,utla,2021-04-12,21
E09000025,Newham,utla,2021-04-12,22
E10000018,Leicestershire,utla,2021-04-12,56
N09000010,"Newry, Mourne and Down",utla,2021-04-12,17
N09000011,Ards and North Down,utla,2021-04-12,7
S12000005,Clackmannanshire,utla,2021-04-12,2
S12000010,East Lothian,utla,2021-04-12,1
W06000004,Denbighshire,utla,2021-04-12,0
W06000018,Caerphilly,utla,2021-04-12,2
W06000019,Blaenau Gwent,utla,2021-04-12,0
E06000002,Middlesbrough,utla,2021-04-11,1
E06000018,Nottingham,utla,2021-04-11,7
E06000041,Wokingham,utla,2021-04-11,3
E06000042,Milton Keynes,utla,2021-04-11,12
E06000047,County Durham,utla,2021-04-11,4
E08000004,Oldham,utla,2021-04-11,16
E09000025,Newham,utla,2021-04-11,6
E10000018,Leicestershire,utla,2021-04-11,26
N09000010,"Newry, Mourne and Down",utla,2021-04-11,7
N09000011,Ards and North Down,utla,2021-04-11,2
S12000005,Clackmannanshire,utla,2021-04-11,2
S12000010,East Lothian,utla,2021-04-11,1
W06000004,Denbighshire,utla,2021-04-11,0
W06000018,Caerphilly,utla,2021-04-11,2
W06000019,Blaenau Gwent,utla,2021-04-11,2
E06000002,Middlesbrough,utla,2021-04-10,8
E06000018,Nottingham,utla,2021-04-10,6
E06000041,Wokingham,utla,2021-04-10,0
E06000042,Milton Keynes,utla,2021-04-10,17
E06000047,County Durham,utla,2021-04-10,0
E08000004,Oldham,utla,2021-04-10,13
E09000025,Newham,utla,2021-04-10,18
E10000018,Leicestershire,utla,2021-04-10,53
N09000010,"Newry, Mourne and Down",utla,2021-04-10,33
N09000011,Ards and North Down,utla,2021-04-10,9
S12000005,Clackmannanshire,utla,2021-04-10,3
S12000010,East Lothian,utla,2021-04-10,2
W06000004,Denbighshire,utla,2021-04-10,1
W06000018,Caerphilly,utla,2021-04-10,2
W06000019,Blaenau Gwent,utla,2021-04-10,3
E06000002,Middlesbrough,utla,2021-04-09,0
E06000018,Nottingham,utla,2021-04-09,1
E06000041,Wokingham,utla,2021-04-09,0
E06000042,Milton Keynes,utla,2021-04-09,0
E06000047,County Durham,utla,2021-04-09,0
E08000004,Oldham,utla,2021-04-09,6
E09000025,Newham,utla,2021-04-09,0
E10000018,Leicestershire,utla,2021-04-09,0
N09000010,"Newry, Mourne and Down",utla,2021-04-09,20
N09000011,Ards and North Down,utla,2021-04-09,7
S12000005,Clackmannanshire,utla,2021-04-09,6
S12000010,East Lothian,utla,2021-04-09,3
W06000004,Denbighshire,utla,2021-04-09,1
W06000018,Caerphilly,utla,2021-04-09,3
W06000019,Blaenau Gwent,utla,2021-04-09,2
E06000002,Middlesbrough,utla,2021-04-08,7
E06000018,Nottingham,utla,2021-04-08,16
E06000041,Wokingham,utla,2021-04-08,3
E06000042,Milton Keynes,utla,2021-04-08,13
E06000047,County Durham,utla,2021-04-08,15
E08000004,Oldham,utla,2021-04-08,13
E09000025,Newham,utla,2021-04-08,22
E10000018,Leicestershire,utla,2021-04-08,41
N09000010,"Newry, Mourne and Down",utla,2021-04-08,60
N09000011,Ards and North Down,utla,2021-04-08,36
S12000005,Clackmannanshire,utla,2021-04-08,14
S12000010,East Lothian,utla,2021-04-08,4
W06000004,Denbighshire,utla,2021-04-08,0
W06000018,Caerphilly,utla,2021-04-08,6
W06000019,Blaenau Gwent,utla,2021-04-08,1
E06000002,Middlesbrough,utla,2021-04-07,3
E06000018,Nottingham,utla,2021-04-07,19
E06000041,Wokingham,utla,2021-04-07,2
E06000042,Milton Keynes,utla,2021-04-07,15
E06000047,County Durham,utla,2021-04-07,24
E08000004,Oldham,utla,2021-04-07,33
E09000025,Newham,utla,2021-04-07,15
E10000018,Leicestershire,utla,2021-04-07,25
N09000010,"Newry, Mourne and Down",utla,2021-04-07,23
N09000011,Ards and North Down,utla,2021-04-07,22
S12000005,Clackmannanshire,utla,2021-04-07,12
S12000010,East Lothian,utla,2021-04-07,5
W06000004,Denbighshire,utla,2021-04-07,4
W06000018,Caerphilly,utla,2021-04-07,4
W06000019,Blaenau Gwent,utla,2021-04-07,3
E06000002,Middlesbrough,utla,2021-04-06,4
E06000018,Nottingham,utla,2021-04-06,8
E06000041,Wokingham,utla,2021-04-06,7
E06000042,Milton Keynes,utla,2021-04-06,12
E06000047,County Durham,utla,2021-04-06,22
E08000004,Oldham,utla,2021-04-06,15
E09000025,Newham,utla,2021-04-06,4
E10000018,Leicestershire,utla,2021-04-06,35
N09000010,"Newry, Mourne and Down",utla,2021-04-06,0
N09000011,Ards and North Down,utla,2021-04-06,0
S12000005,Clackmannanshire,utla,2021-04-06,55
S12000010,East Lothian,utla,2021-04-06,41
W06000004,Denbighshire,utla,2021-04-06,2
W06000018,Caerphilly,utla,2021-04-06,1
W06000019,Blaenau Gwent,utla,2021-04-06,3
E06000002,Middlesbrough,utla,2021-04-05,7
E06000018,Nottingham,utla,2021-04-05,15
E06000041,Wokingham,utla,2021-04-05,3
E06000042,Milton Keynes,utla,2021-04-05,4
E06000047,County Durham,utla,2021-04-05,17
E08000004,Oldham,utla,2021-04-05,13
E09000025,Newham,utla,2021-04-05,12
E10000018,Leicestershire,utla,2021-04-05,32
N09000010,"Newry, Mourne and Down",utla,2021-04-05,0
N09000011,Ards and North Down,utla,2021-04-05,0
S12000005,Clackmannanshire,utla,2021-04-05,0
S12000010,East Lothian,utla,2021-04-05,0
W06000004,Denbighshire,utla,2021-04-05,2
W06000018,Caerphilly,utla,2021-04-05,8
W06000019,Blaenau Gwent,utla,2021-04-05,2
E06000002,Middlesbrough,utla,2021-04-04,5
E06000018,Nottingham,utla,2021-04-04,13
E06000041,Wokingham,utla,2021-04-04,1
E06000042,Milton Keynes,utla,2021-04-04,9
E06000047,County Durham,utla,2021-04-04,25
E08000004,Oldham,utla,2021-04-04,10
E09000025,Newham,utla,2021-04-04,15
E10000018,Leicestershire,utla,2021-04-04,44
N09000010,"Newry, Mourne and Down",utla,2021-04-04,0
N09000011,Ards and North Down,utla,2021-04-04,0
S12000005,Clackmannanshire,utla,2021-04-04,0
S12000010,East Lothian,utla,2021-04-04,0
W06000004,Denbighshire,utla,2021-04-04,0
W06000018,Caerphilly,utla,2021-04-04,0
W06000019,Blaenau Gwent,utla,2021-04-04,0
E06000002,Middlesbrough,utla,2021-04-03,11
E06000018,Nottingham,utla,2021-04-03,13
E06000041,Wokingham,utla,2021-04-03,4
E06000042,Milton Keynes,utla,2021-04-03,9
E06000047,County Durham,utla,2021-04-03,23
E08000004,Oldham,utla,2021-04-03,26
E09000025,Newham,utla,2021-04-03,18
